ndvi_mean,ndvi_change_pct,rainfall_7d_mm,rainfall_30d_mm,temperature_avg_7d_c,humidity_avg_7d_pct,crop_type,crop_age_days,health
0.8428,0.06,28.2,28.2,30.93,54.8,Soybean,122,2
0.05,0.0,4.3,126.1,34.42,40.6,Soybean,25,0
0.3869,-7.3,19.1,77.5,23.35,45.3,Soybean,51,1
0.05,-58.08,0.0,39.3,35.8,52.9,Sugarcane,11,1
0.5482,3.4,0.0,100.2,28.76,77.3,Soybean,145,0
0.557,-14.22,61.1,76.9,24.48,58.0,Sugarcane,58,1
0.2827,-4.93,52.5,144.6,32.92,76.3,Cotton,32,0
0.1403,-46.14,30.8,176.1,37.11,54.9,Wheat,45,0
0.2924,-11.63,22.0,106.6,28.89,45.0,Soybean,47,0
0.7839,10.45,62.2,138.5,27.62,66.3,Wheat,91,2
0.3874,17.41,94.8,162.9,32.56,58.7,Wheat,46,1
0.429,5.64,28.8,28.8,26.28,51.3,Sugarcane,57,1
0.7416,6.64,46.6,62.0,28.66,54.6,Wheat,148,2
0.3497,-20.37,2.6,87.8,29.59,25.4,Cotton,69,0
0.3831,-22.84,61.3,162.4,43.0,66.4,Rice,76,0
0.0654,-27.24,13.8,109.9,25.74,44.7,Soybean,29,0
0.5648,-14.21,1.3,45.9,31.07,58.3,Soybean,125,0
0.1337,167.39,35.2,145.0,33.6,60.6,Sugarcane,18,0
0.6954,10.92,58.8,168.6,21.75,76.2,Wheat,87,2
0.4824,-5.78,0.0,122.5,32.4,70.8,Wheat,84,1
0.5071,-6.01,0.0,42.2,29.03,38.7,Cotton,127,1
0.2641,65.4,45.7,78.2,26.73,52.5,Soybean,28,0
0.6183,10.8,61.5,119.6,34.85,39.8,Wheat,85,2
0.5271,25.05,67.2,67.2,26.71,53.9,Cotton,56,1
0.4268,-6.17,0.0,67.7,29.81,61.2,Soybean,83,0
0.1348,-39.83,13.8,91.9,30.92,80.8,Rice,21,0
0.8747,0.97,24.1,82.8,23.96,74.0,Rice,104,2
0.8812,4.47,48.0,48.0,28.27,54.1,Soybean,91,2
0.5339,-5.95,28.5,93.2,37.42,63.7,Wheat,111,1
0.5595,-5.71,26.5,35.5,36.09,60.9,Sugarcane,110,1
0.6347,10.95,16.6,57.3,30.69,49.6,Wheat,118,2
0.6939,-1.67,22.0,99.9,32.74,65.5,Soybean,133,1
0.2728,33.61,15.2,91.0,25.07,56.4,Soybean,57,0
0.5634,-3.09,9.1,35.3,31.12,75.6,Cotton,102,1
0.8441,1.92,79.2,212.2,15.47,53.5,Sugarcane,96,2
0.05,0.0,27.2,44.5,28.14,62.7,Cotton,17,0
0.735,11.82,26.6,70.1,31.74,81.6,Cotton,94,2
0.5292,-19.38,23.3,23.3,33.1,38.7,Wheat,67,1
0.7105,0.42,0.0,121.2,26.51,38.7,Rice,136,1
0.4985,-8.18,10.4,176.8,22.37,79.2,Sugarcane,88,2
0.7609,8.48,67.5,149.5,26.98,57.8,Cotton,111,2
0.8966,3.4,36.2,36.2,28.77,77.7,Sugarcane,134,2
0.059,-59.06,0.0,145.5,27.93,82.5,Wheat,41,0
0.5371,-2.94,0.0,119.8,32.38,81.8,Soybean,110,0
0.5567,-0.64,66.8,66.8,36.4,62.9,Sugarcane,71,1
0.7081,-3.41,20.8,124.8,28.28,43.0,Sugarcane,94,1
0.05,-53.26,0.0,176.8,36.73,68.3,Sugarcane,25,0
0.05,-53.23,14.2,183.6,28.76,81.5,Cotton,12,0
0.7382,7.52,23.4,31.6,34.41,43.4,Rice,144,1
0.2654,36.9,29.2,32.3,36.68,49.5,Cotton,63,0
0.2123,-14.45,14.4,127.2,27.12,60.3,Soybean,50,0
0.6888,-2.27,39.6,39.6,36.6,47.8,Cotton,123,1
0.6486,-5.39,18.7,144.6,25.21,66.7,Wheat,131,2
0.5247,-9.35,3.1,102.4,29.22,46.9,Soybean,147,0
0.05,0.0,4.9,207.3,34.3,59.1,Sugarcane,45,0
0.05,-51.91,0.0,78.2,30.03,68.8,Wheat,22,1
0.5591,-9.96,17.0,159.2,28.48,81.6,Wheat,83,1
0.2196,-25.16,45.8,75.0,15.69,10.0,Wheat,13,0
0.7383,8.91,77.2,89.1,22.54,48.7,Cotton,83,2
0.2378,7.87,42.0,89.5,22.53,78.2,Wheat,27,0
0.2668,-2.92,33.7,33.7,34.44,53.4,Soybean,37,0
0.9061,12.74,49.0,49.0,26.57,55.0,Rice,147,2
0.7633,-1.29,20.5,78.8,29.81,53.1,Rice,91,2
0.713,-3.54,20.6,20.9,33.71,53.6,Rice,110,1
0.2686,-3.16,0.0,36.7,35.79,44.0,Cotton,74,0
0.05,-64.27,31.0,92.6,40.64,64.5,Rice,39,0
0.4886,-21.12,8.9,78.2,26.91,50.0,Sugarcane,90,0
0.1645,38.14,56.1,88.5,24.1,34.8,Sugarcane,11,0
0.8681,5.28,50.3,95.8,29.95,76.6,Rice,89,2
0.7336,-2.31,27.7,48.5,18.88,46.6,Wheat,135,2
0.8434,-6.77,49.0,159.1,32.83,80.6,Wheat,131,2
0.7088,22.99,29.0,73.1,32.11,44.2,Wheat,103,2
0.2479,-36.72,41.4,162.9,30.5,76.7,Rice,31,0
0.7066,-4.54,65.6,65.6,27.56,76.7,Cotton,116,2
0.4389,3.6,0.0,170.5,26.2,48.3,Soybean,114,0
0.7968,2.13,48.5,56.9,22.93,47.1,Wheat,121,2
0.788,12.51,57.1,74.5,23.78,56.1,Cotton,86,2
0.2992,2.03,24.8,51.9,32.54,30.9,Wheat,55,0
0.2404,-34.46,14.8,69.9,27.03,57.3,Sugarcane,55,0
0.6773,-3.63,32.4,96.2,35.07,46.0,Cotton,143,1
0.95,0.0,34.9,76.9,31.53,52.3,Rice,94,2
0.6604,-4.71,0.0,117.8,24.9,71.5,Rice,102,1
0.383,-4.11,80.5,80.5,29.71,63.6,Cotton,39,1
0.05,-79.23,74.0,116.1,38.82,68.5,Rice,36,0
0.5565,-15.31,30.7,143.1,25.56,64.4,Rice,61,1
0.4064,-6.46,0.0,85.7,31.05,58.4,Soybean,75,0
0.5368,-17.47,0.0,119.5,27.33,41.3,Cotton,129,1
0.8482,-5.59,51.9,133.4,28.56,44.6,Sugarcane,133,2
0.582,7.09,0.0,131.6,26.27,60.0,Cotton,137,1
0.6516,1.65,39.5,152.0,22.35,63.5,Soybean,64,2
0.8874,-6.59,38.6,119.1,31.81,40.3,Soybean,140,2
0.6669,-7.3,27.1,99.7,23.28,49.6,Soybean,126,2
0.6003,8.11,38.8,87.2,31.58,49.1,Cotton,73,2
0.3232,12.84,33.7,80.5,26.88,49.7,Sugarcane,27,0
0.903,0.74,40.5,40.5,33.21,41.3,Rice,131,2
0.9306,-2.05,44.2,138.6,31.17,48.3,Rice,112,2
0.4574,1.2,51.3,100.6,30.26,57.1,Wheat,60,1
0.7766,10.81,38.4,91.1,32.87,64.9,Soybean,86,2
0.4135,-7.94,28.0,72.9,26.56,78.2,Wheat,47,1
0.8769,-1.94,31.8,80.5,30.69,48.4,Rice,109,2
0.2497,-19.62,47.8,47.8,26.14,47.1,Wheat,35,0
0.8916,-5.39,61.4,61.5,28.06,39.8,Rice,85,2
0.5067,7.53,31.8,63.8,24.93,74.3,Wheat,59,1
0.05,0.0,1.8,98.9,26.92,40.7,Wheat,14,0
0.3781,6.57,8.1,122.5,28.67,63.7,Wheat,64,0
0.6976,2.92,6.6,135.9,27.31,70.9,Rice,114,1
0.3757,7.31,71.7,92.1,38.19,50.7,Wheat,62,1
0.7789,0.82,2.0,113.3,22.44,61.4,Rice,107,1
0.6845,2.63,5.9,84.9,29.51,50.4,Wheat,90,1
0.5235,-8.85,31.8,149.2,34.66,48.7,Sugarcane,69,1
0.3077,-22.15,14.9,120.8,38.31,62.1,Rice,61,0
0.05,-74.18,4.6,60.5,39.81,51.2,Cotton,49,1
0.7602,-10.84,61.2,92.1,21.19,63.2,Wheat,136,2
0.8571,-1.86,74.4,74.4,28.03,60.8,Rice,123,2
0.7108,-0.23,31.2,93.6,29.82,46.0,Cotton,137,1
0.05,-50.56,0.0,53.5,27.6,42.2,Soybean,27,0
0.6035,30.37,29.6,29.6,28.15,40.9,Soybean,75,2
0.6895,6.58,50.8,156.0,35.94,65.1,Soybean,104,2
0.7265,-15.78,92.4,92.4,38.86,52.6,Rice,119,1
0.5828,-9.6,4.2,28.5,32.34,52.1,Wheat,140,1
0.6773,18.04,21.3,116.6,32.1,75.6,Soybean,117,1
0.0787,-12.26,4.1,97.4,27.19,34.9,Soybean,38,0
0.4409,-15.51,60.9,88.0,29.4,48.4,Cotton,47,1
0.8137,8.52,45.2,45.2,24.62,51.9,Soybean,132,2
0.0865,-46.67,23.6,86.5,25.03,56.2,Rice,17,0
0.2114,24.07,35.1,35.1,28.55,36.5,Wheat,28,1
0.5149,-4.59,30.4,118.6,33.54,43.5,Rice,61,1
0.5067,30.01,7.2,230.2,27.63,26.6,Sugarcane,96,0
0.05,-46.58,7.2,66.5,33.62,28.7,Sugarcane,51,0
0.58,-6.81,0.0,100.7,28.25,63.2,Wheat,135,1
0.6792,-15.09,21.7,81.7,34.24,44.2,Soybean,103,1
0.3167,7.35,0.0,143.9,29.56,43.8,Wheat,54,0
0.05,-67.51,2.2,84.5,34.45,58.2,Rice,16,1
0.8535,4.21,49.1,49.1,27.37,60.1,Wheat,120,2
0.132,-22.67,38.8,82.3,34.25,43.0,Rice,21,0
0.2734,13.79,33.7,129.4,29.97,60.6,Wheat,39,0
0.7924,-1.82,4.4,99.0,17.13,46.4,Rice,101,1
0.6655,-0.73,20.2,106.9,31.33,69.4,Wheat,148,2
0.5065,-9.5,0.0,0.0,23.57,77.6,Cotton,137,1
0.784,5.89,53.4,53.4,26.23,54.2,Sugarcane,79,2
0.5493,-7.95,11.3,51.3,33.85,36.8,Cotton,91,1
0.7681,-2.86,49.8,81.4,31.17,32.5,Rice,99,2
0.6679,-15.9,16.9,164.5,26.7,61.3,Cotton,119,1
0.5612,-8.11,0.0,167.6,31.11,61.8,Wheat,71,1
0.1075,-54.72,5.6,70.2,26.99,46.2,Cotton,47,0
0.57,-6.59,48.9,113.6,30.38,65.3,Wheat,65,1
0.7378,1.84,24.5,166.5,26.61,60.9,Sugarcane,137,1
0.2886,-18.78,17.7,17.7,25.74,59.0,Sugarcane,47,0
0.6405,-2.53,16.0,112.7,28.93,52.1,Wheat,89,2
0.6297,4.27,57.1,137.0,32.34,28.2,Soybean,62,2
0.5226,0.08,0.4,188.8,24.22,72.2,Rice,69,1
0.3775,27.96,29.7,35.9,27.02,68.9,Rice,41,1
0.6418,-4.24,16.4,127.3,28.16,37.5,Soybean,80,1
0.5102,-8.91,59.5,63.8,21.28,44.8,Soybean,47,1
0.5157,-0.05,48.7,76.7,28.17,59.9,Sugarcane,57,1
0.2967,2.47,25.3,74.8,34.14,27.3,Wheat,54,0
0.3723,-12.17,74.9,123.1,26.95,58.6,Wheat,45,1
0.773,17.13,41.4,151.3,17.99,75.6,Wheat,106,2
0.3542,3.95,29.5,86.7,32.17,46.8,Cotton,55,1
0.3428,-19.51,10.3,135.1,25.89,42.0,Rice,50,0
0.9318,4.06,53.2,197.1,30.05,73.5,Sugarcane,120,2
0.7699,6.21,110.6,110.6,27.98,45.6,Rice,79,2
0.5252,-11.07,0.0,52.7,21.4,58.7,Soybean,149,0
0.1103,11.3,18.2,33.1,32.71,67.3,Cotton,27,0
0.4027,-1.34,46.3,64.5,27.88,18.7,Cotton,47,1
0.3748,-28.21,0.9,61.8,24.48,46.5,Sugarcane,75,0
0.328,12.4,1.1,155.3,34.61,53.4,Wheat,80,0
0.6213,-12.58,0.0,73.9,37.09,51.7,Rice,107,0
0.6617,-10.13,26.8,42.4,24.15,77.6,Wheat,90,2
0.4131,55.89,44.0,60.1,31.84,24.3,Sugarcane,40,1
0.2832,75.59,45.6,45.6,23.15,44.7,Soybean,29,0
0.5837,-4.12,22.9,116.3,30.12,46.9,Cotton,113,1
0.8278,-1.75,42.0,160.9,28.81,63.3,Rice,94,2
0.2514,-41.62,16.5,77.9,34.29,53.6,Rice,49,1
0.7789,9.2,38.7,103.4,28.05,52.2,Cotton,99,2
0.7025,1.39,44.9,73.3,27.23,48.2,Wheat,136,2
0.6819,-7.92,0.1,61.1,24.51,76.6,Rice,142,1
0.05,-51.62,0.0,21.8,33.3,36.1,Cotton,28,1
0.05,0.0,5.6,125.7,25.85,13.7,Sugarcane,12,0
0.081,-14.63,30.4,139.8,29.77,78.8,Sugarcane,24,0
0.557,-11.15,58.8,68.4,39.35,86.8,Cotton,91,1
0.5206,24.72,0.0,152.8,30.37,51.6,Cotton,131,1
0.0811,-30.4,53.0,139.8,31.88,60.9,Wheat,16,0
0.7886,-0.1,83.0,83.0,27.06,43.9,Wheat,118,2
0.4758,-6.78,2.5,37.9,23.88,49.6,Cotton,115,1
0.2209,11.17,51.8,87.0,34.31,52.1,Sugarcane,31,0
0.2379,-23.08,19.7,115.9,24.94,66.4,Cotton,46,1
0.1909,-24.39,1.1,16.2,25.92,34.2,Rice,43,0
0.4268,-17.22,20.3,60.1,37.25,44.0,Wheat,124,1
0.6772,-9.49,16.8,132.3,34.41,47.2,Rice,148,1
0.05,0.0,1.8,1.8,31.98,51.1,Sugarcane,35,0
0.6113,-13.29,13.2,95.9,31.92,89.0,Cotton,94,1
0.2524,-34.41,21.2,21.2,29.07,43.3,Sugarcane,56,0
0.4444,-6.9,52.5,53.6,34.45,44.0,Soybean,59,1
0.7103,10.55,27.8,116.4,32.73,58.0,Soybean,125,2
0.2654,-12.92,19.7,153.9,21.86,79.7,Cotton,46,0
0.05,0.0,26.5,106.7,32.38,52.0,Rice,22,0
0.3501,-21.44,65.7,65.7,28.09,64.4,Sugarcane,40,1
0.6076,-0.05,23.3,122.9,36.89,53.0,Wheat,104,1
0.4994,-9.87,3.3,100.7,29.04,42.2,Soybean,85,0
0.95,8.81,27.7,71.6,29.7,45.3,Rice,115,2
0.8667,-7.88,81.0,81.0,31.13,58.7,Soybean,103,2
0.3482,39.12,34.9,34.9,29.5,43.1,Rice,38,0
0.5109,-13.3,33.7,33.7,24.75,72.3,Sugarcane,56,1
0.0979,-29.27,67.5,67.5,32.73,47.6,Soybean,18,0
0.8366,-2.11,35.4,96.6,31.63,59.6,Soybean,138,2
0.2446,-6.71,26.7,26.7,30.38,79.6,Wheat,39,0
0.4192,-18.44,16.9,108.2,14.52,40.3,Sugarcane,62,1
0.1154,-41.76,35.4,117.8,27.42,56.7,Sugarcane,20,0
0.0574,-13.83,19.8,42.3,35.38,63.2,Sugarcane,38,0
0.5305,-6.62,45.9,158.9,37.16,65.6,Wheat,145,1
0.7198,6.16,28.5,160.7,32.09,92.2,Sugarcane,111,2
0.666,-0.8,25.1,86.7,34.18,64.2,Soybean,93,1
0.3494,11.48,55.8,124.0,32.46,56.5,Sugarcane,44,0
0.1886,-36.71,29.6,178.9,35.24,52.6,Soybean,48,0
0.2545,-14.76,47.8,141.3,16.87,42.6,Rice,26,0
0.6858,-5.1,18.3,117.1,23.44,34.7,Cotton,148,1
0.6569,-11.04,10.1,158.0,21.39,73.8,Cotton,140,1
0.3807,13.04,24.7,25.2,24.19,64.7,Soybean,51,1
0.186,54.71,67.7,118.5,34.29,62.2,Soybean,23,0
0.3513,9.75,23.9,112.2,32.17,60.9,Wheat,52,1
0.4293,-4.18,4.5,80.3,20.28,55.5,Sugarcane,83,0
0.4664,17.6,47.7,199.3,34.39,54.5,Wheat,70,1
0.3466,3.88,12.0,73.7,28.49,62.3,Cotton,68,0
0.5819,1.31,75.9,101.6,20.93,61.3,Wheat,64,1
0.3518,-14.83,3.3,123.0,30.0,64.0,Wheat,53,1
0.05,-45.31,14.2,98.2,22.53,39.5,Wheat,10,0
0.5544,6.15,9.5,154.0,27.24,38.1,Wheat,82,1
0.2501,29.76,26.2,119.6,23.98,35.7,Rice,29,0
0.2448,-18.17,43.1,43.1,25.9,41.4,Wheat,18,0
0.4762,-11.99,0.0,56.4,29.52,61.8,Soybean,88,0
0.6881,8.4,22.6,68.7,30.16,61.2,Cotton,101,2
0.6765,-10.4,66.8,97.6,26.94,58.4,Sugarcane,75,2
0.2162,-22.52,25.8,63.6,35.56,52.0,Wheat,47,0
0.7528,-0.54,36.9,36.9,30.26,54.3,Rice,76,2
0.4767,-32.17,0.5,72.9,32.33,62.2,Sugarcane,115,0
0.5455,-7.13,22.3,40.4,27.43,65.7,Cotton,73,1
0.6999,3.27,25.5,126.2,33.2,39.9,Wheat,107,2
0.1363,3.31,69.1,69.1,29.89,64.1,Rice,10,1
0.8239,9.39,19.0,145.6,26.01,63.5,Rice,118,2
0.7861,-6.61,45.7,64.6,29.04,35.6,Wheat,130,2
0.3109,-11.86,41.4,114.0,16.83,85.2,Cotton,32,0
0.8619,5.7,46.9,61.7,31.72,51.7,Soybean,126,2
0.6651,-12.59,86.1,201.9,37.16,74.1,Soybean,113,0
0.7089,-7.41,58.2,88.4,22.87,46.2,Cotton,145,2
0.4959,12.89,8.9,18.7,30.19,50.0,Rice,59,1
0.675,2.97,72.8,72.8,37.99,86.3,Sugarcane,137,1
0.7737,-3.96,17.1,101.9,28.94,46.5,Rice,138,2
0.1237,137.25,18.2,96.4,35.92,52.5,Wheat,38,0
0.4114,3.2,78.1,78.1,28.52,76.9,Wheat,52,1
0.6856,-0.67,69.1,112.4,35.64,49.6,Soybean,91,2
0.05,0.0,20.4,56.4,31.49,37.8,Soybean,18,0
0.1283,156.55,33.7,121.6,29.9,66.2,Wheat,14,0
0.9128,2.03,49.7,124.5,25.13,41.3,Sugarcane,143,2
0.8916,-6.15,55.6,111.2,30.44,49.4,Sugarcane,100,2
0.2621,-17.14,31.2,96.2,37.62,73.0,Sugarcane,56,0
0.3142,-0.03,37.7,132.5,32.75,38.4,Wheat,35,0
0.3152,-12.83,66.6,103.2,32.54,66.5,Soybean,28,0
0.4483,-4.23,56.6,64.5,23.85,62.6,Cotton,52,1
0.1831,-11.06,2.1,109.3,26.33,57.2,Cotton,58,0
0.0703,20.92,10.3,31.6,29.08,63.4,Rice,15,0
0.7015,-0.94,35.1,35.1,30.02,85.7,Cotton,103,2
0.8201,1.65,34.9,147.0,29.42,74.2,Sugarcane,117,2
0.7576,1.55,36.9,192.7,31.29,65.3,Cotton,91,2
0.7423,13.26,67.2,130.3,29.18,58.1,Wheat,107,2
0.4869,1.02,22.7,22.7,28.81,50.2,Cotton,75,1
0.8548,-2.76,53.2,53.2,19.07,55.0,Soybean,149,2
0.5918,-23.82,29.8,67.9,36.76,50.1,Soybean,104,1
0.1828,23.31,46.2,126.6,30.45,57.9,Cotton,20,0
0.7422,-7.85,60.3,105.2,33.28,42.0,Cotton,112,2
0.4922,-8.87,17.9,199.1,29.48,82.4,Sugarcane,73,1
0.3402,9.53,63.9,63.9,27.24,68.7,Wheat,40,0
0.6703,-4.07,18.8,100.6,22.96,41.6,Soybean,138,1
0.05,-49.0,3.4,112.8,19.16,39.8,Rice,19,0
0.215,49.92,71.0,173.7,19.97,59.5,Soybean,28,0
0.3173,17.3,45.0,54.2,32.53,21.3,Cotton,42,0
0.4582,1.91,26.5,81.3,29.11,63.1,Rice,51,0
0.6328,6.11,16.1,87.0,34.81,38.5,Soybean,120,1
0.4759,4.32,84.7,84.7,26.5,49.4,Cotton,53,1
0.7039,-9.37,31.4,90.9,34.19,74.6,Sugarcane,113,1
0.6044,-17.28,15.7,30.8,28.07,76.0,Sugarcane,87,1
0.6544,3.91,13.7,101.3,30.08,64.9,Wheat,107,2
0.6213,-8.53,15.4,15.4,31.5,50.0,Cotton,92,1
0.1511,-15.21,27.5,163.5,29.15,36.5,Sugarcane,35,0
0.7894,-4.38,45.9,124.2,27.16,59.4,Wheat,93,2
0.7436,-7.52,27.6,78.0,31.59,48.8,Soybean,132,2
0.5508,3.69,67.7,146.3,28.41,52.0,Cotton,78,1
0.8476,-4.26,33.8,124.8,35.98,54.6,Rice,118,1
0.2632,4.94,20.7,119.6,24.26,50.5,Wheat,43,0
0.6251,10.18,59.2,73.4,35.01,34.5,Cotton,142,2
0.6007,1.17,14.9,66.2,27.92,63.6,Cotton,96,1
0.5514,-13.38,59.4,94.5,25.3,73.5,Wheat,67,1
0.5028,-11.78,0.0,204.5,30.94,50.1,Rice,63,1
0.3935,1.51,38.0,38.0,32.33,54.7,Rice,40,1
0.8016,-0.06,49.8,164.5,26.22,63.3,Wheat,107,2
0.4488,19.84,10.5,10.5,36.04,60.5,Soybean,145,0
0.5766,-12.11,79.3,79.3,33.32,47.8,Rice,62,1
0.8057,-3.44,65.5,92.3,34.46,44.7,Sugarcane,84,1
0.7183,13.51,30.0,67.9,33.8,52.0,Rice,110,2
0.3969,-14.57,1.2,105.0,29.68,54.0,Sugarcane,80,0
0.05,0.0,40.6,172.0,37.43,34.6,Cotton,15,0
0.0708,-40.32,38.8,98.3,35.9,73.2,Wheat,15,0
0.7872,6.06,50.4,80.5,27.24,72.0,Sugarcane,72,2
0.682,-16.79,42.2,63.9,38.42,61.3,Sugarcane,109,1
0.541,-4.14,0.0,81.4,21.56,66.2,Cotton,116,1
0.4058,17.2,1.6,100.2,32.5,28.3,Cotton,74,1
0.5758,18.6,65.8,65.8,20.75,57.0,Sugarcane,61,1
0.05,-31.31,4.1,61.2,33.01,74.4,Wheat,22,0
0.1437,-44.67,66.8,151.7,31.31,37.2,Soybean,14,0
0.5564,4.29,53.6,68.4,23.09,77.9,Cotton,60,1
0.6801,-13.64,29.4,159.9,33.47,47.2,Soybean,113,1
0.1925,17.01,43.7,83.9,23.83,58.9,Rice,26,0
0.7679,-2.8,28.2,39.2,36.87,62.4,Rice,102,1
0.6434,-8.85,15.5,81.1,32.6,36.4,Cotton,145,1
0.5477,18.52,62.5,84.5,24.69,86.6,Wheat,72,1
0.6587,-7.16,34.7,140.0,19.02,47.5,Wheat,128,2
0.6069,2.18,42.9,143.1,28.21,63.6,Rice,58,2
0.8845,0.01,45.3,134.7,30.56,37.5,Soybean,112,2
0.1643,-40.93,12.7,134.4,21.91,40.1,Rice,30,0
0.6453,-9.45,63.8,157.5,23.13,17.2,Cotton,73,2
0.9076,-4.46,73.8,73.8,27.16,48.7,Soybean,138,2
0.95,1.15,51.6,115.5,20.64,24.0,Rice,90,2
0.2015,10.68,39.1,85.9,21.24,83.3,Wheat,13,0
0.7139,-12.31,38.1,38.1,28.65,37.5,Wheat,97,2
0.2601,-19.36,0.0,60.1,31.31,57.9,Soybean,76,0
0.2389,106.85,13.6,13.6,24.02,38.5,Sugarcane,49,0
0.8488,-2.39,30.2,134.8,20.79,31.0,Sugarcane,128,2
0.0989,21.97,32.5,32.7,34.93,95.9,Wheat,25,0
0.6241,1.96,68.9,68.9,27.15,64.8,Rice,55,2
0.4956,-9.5,14.3,61.3,31.06,57.8,Cotton,64,1
0.8025,-15.25,43.1,53.9,30.98,65.3,Cotton,105,2
0.6004,5.98,49.1,178.2,21.82,75.6,Wheat,75,2
0.5708,-30.03,1.2,64.4,29.49,52.2,Cotton,125,1
0.4826,-6.26,0.0,73.7,24.3,62.0,Sugarcane,108,0
0.05,-62.5,27.0,122.0,33.46,74.2,Cotton,19,0
0.6674,-4.24,67.8,67.8,24.46,67.3,Cotton,147,2
0.0651,30.11,19.2,36.3,26.39,47.6,Rice,19,0
0.6985,17.15,76.9,76.9,30.72,46.3,Wheat,84,2
0.6938,1.53,34.6,143.8,20.07,46.8,Cotton,128,2
0.7292,6.0,28.8,162.8,31.29,43.6,Wheat,103,2
0.0656,-47.21,0.0,98.8,28.41,63.2,Wheat,27,0
0.5304,-10.71,8.2,24.0,13.02,53.9,Soybean,144,1
0.6406,-5.28,41.8,41.8,31.05,46.6,Soybean,68,2
0.6053,-0.09,9.6,67.1,32.18,39.7,Wheat,110,1
0.4147,-24.43,0.0,116.0,33.82,28.1,Sugarcane,106,0
0.5559,5.98,6.4,94.0,30.24,56.4,Cotton,113,1
0.6403,1.92,35.0,95.5,37.4,45.6,Cotton,140,1
0.65,-12.63,22.7,173.0,31.35,41.8,Sugarcane,87,1
0.1327,-3.43,26.5,100.2,26.46,90.4,Rice,15,0
0.4685,10.99,55.2,55.2,26.73,70.7,Wheat,45,1
0.05,0.0,14.4,76.6,33.38,46.8,Wheat,36,0
0.2079,-24.53,22.6,22.6,37.2,87.5,Sugarcane,64,0
0.9373,26.4,75.1,75.1,27.57,40.9,Sugarcane,99,2
0.6054,9.09,13.5,133.2,35.01,33.8,Wheat,86,1
0.6063,-2.29,17.4,69.5,28.83,58.1,Soybean,140,1
0.498,-24.78,9.6,32.5,26.9,61.5,Sugarcane,83,0
0.2565,11.75,30.2,130.8,32.58,52.5,Sugarcane,38,0
0.892,-6.1,49.4,88.8,26.56,51.5,Rice,118,2
0.5774,-2.72,15.9,121.5,32.37,41.1,Wheat,149,1
0.5333,-24.08,12.0,118.6,29.21,76.2,Cotton,138,1
0.7099,5.82,28.5,33.3,28.81,53.9,Cotton,142,2
0.8914,9.34,57.6,81.0,24.18,29.7,Rice,94,2
0.4683,-15.5,0.0,160.6,29.8,54.3,Cotton,117,1
0.7256,-0.4,35.0,35.0,20.82,38.2,Rice,73,2
0.6467,6.2,44.4,84.3,24.28,60.8,Wheat,75,2
0.6887,6.81,26.2,69.4,22.48,56.1,Soybean,129,2
0.4377,-11.08,34.6,63.4,26.14,64.5,Soybean,64,1
0.0819,63.9,17.1,198.5,37.39,65.6,Wheat,43,0
0.0727,-40.81,9.6,97.7,26.64,68.0,Sugarcane,50,0
0.8219,3.09,37.6,37.6,29.82,51.8,Sugarcane,100,2
0.7281,1.49,30.2,76.1,25.94,78.8,Soybean,84,2
0.6417,-0.75,19.1,74.0,22.77,60.8,Soybean,102,1
0.5238,1.49,13.4,13.4,21.0,66.4,Soybean,73,1
0.0609,21.83,25.3,77.0,29.9,68.2,Soybean,11,0
0.7794,-6.88,36.3,133.5,31.7,59.1,Cotton,142,2
0.7704,10.28,12.7,109.3,28.66,50.4,Wheat,147,1
0.3343,15.2,33.3,218.4,24.19,44.1,Cotton,43,0
0.0976,-48.28,46.4,46.4,19.97,51.6,Sugarcane,14,0
0.3938,3.08,40.3,60.7,21.41,85.6,Soybean,47,2
0.8737,1.58,56.5,125.5,31.31,42.6,Rice,89,2
0.8351,6.7,80.5,80.5,28.96,37.6,Rice,130,2
0.05,-65.29,5.5,124.8,25.09,41.6,Cotton,32,0
0.2152,11.21,0.0,32.9,22.61,74.6,Wheat,46,0
0.6375,-14.8,7.9,113.0,27.56,86.2,Cotton,145,1
0.4562,-6.82,44.9,72.6,37.15,61.1,Soybean,66,1
0.7975,-4.69,76.0,80.7,21.97,43.7,Sugarcane,130,2
0.5406,-22.22,58.4,58.4,27.66,35.4,Cotton,63,1
0.268,10.56,14.7,87.9,29.65,48.7,Soybean,49,0
0.3716,23.91,0.8,126.5,28.93,27.6,Wheat,66,1
0.1322,124.26,76.3,143.6,23.7,24.7,Soybean,11,0
0.4553,-3.94,53.3,75.7,28.1,54.5,Cotton,45,1
0.7032,-4.35,22.7,67.2,14.85,64.5,Sugarcane,92,1
0.8564,-0.96,20.8,113.2,32.2,51.5,Rice,100,2
0.6241,-2.27,0.0,101.6,21.29,39.6,Rice,134,1
0.7486,-0.01,46.1,207.6,31.02,43.5,Wheat,133,2
0.7768,-4.42,54.6,141.3,20.77,42.7,Cotton,107,2
0.1047,9.03,18.4,69.2,31.94,44.8,Wheat,26,0
0.6341,20.36,25.4,153.6,29.03,36.2,Soybean,82,2
0.05,-59.53,23.8,136.1,19.17,51.4,Cotton,14,0
0.05,-55.96,68.5,71.6,35.68,39.3,Cotton,16,0
0.6307,5.07,32.5,143.6,28.7,55.8,Soybean,71,2
0.0539,7.88,29.3,69.6,28.59,78.9,Soybean,13,0
